name,name_id,specs,time,to,symop,err,file,line,loc,top,signature,weight,proof_coverage,rank,in_calls,out_calls,proof_trace,cyclomatic
"ProductMatrixVO$Payload$Product$ProductRating ProductMatrixVO$Payload$Product.getRating()","material.com.materialdemo.ProductMatrixVO$Payload$Product.getRating():material.com.materialdemo.ProdA0BB",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,911,945,N,"class material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductRating *ProductMatrixVO$Payload$Product$ProductRating ProductMatrixVO$Payload$Product.getRating()(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this)",4,0.75,0.00,0,0,911 912,1
"int ProductMatrixVO$Payload$Product.getRatingCount()","material.com.materialdemo.ProductMatrixVO$Payload$Product.getRatingCount():int",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,927,945,N,"int int ProductMatrixVO$Payload$Product.getRatingCount()(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this)",4,0.75,0.00,0,0,927 928,1
"List ProductMatrixVO$Payload$Product.getSwatchImages()","material.com.materialdemo.ProductMatrixVO$Payload$Product.getSwatchImages():java.util.List",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,887,945,N,"class java.util.List *List ProductMatrixVO$Payload$Product.getSwatchImages()(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this)",4,0.75,0.00,0,0,887 888,1
"List ProductMatrixVO$Payload$Product.getValueAddedIcons()","material.com.materialdemo.ProductMatrixVO$Payload$Product.getValueAddedIcons():java.util.List",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,919,945,N,"class java.util.List *List ProductMatrixVO$Payload$Product.getValueAddedIcons()(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this)",4,0.75,0.00,0,0,919 920,1
"String ProductMatrixVO$Payload$Product.getWebID()","material.com.materialdemo.ProductMatrixVO$Payload$Product.getWebID():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,871,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Product.getWebID()(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this)",4,0.75,0.00,0,0,871 872,1
"void ProductMatrixVO$Payload$Product.setImage(ProductMatrixVO$Payload$Product$Image)","material.com.materialdemo.ProductMatrixVO$Payload$Product.setImage(material.com.materialdemo.Product8601",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,899,945,N,"void void ProductMatrixVO$Payload$Product.setImage(ProductMatrixVO$Payload$Product$Image)(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this, class material.com.materialdemo.ProductMatrixVO$Payload$Product$Image *image)",5,0.80,0.00,0,0,899 900 901,1
"void ProductMatrixVO$Payload$Product.setPrices(List)","material.com.materialdemo.ProductMatrixVO$Payload$Product.setPrices(java.util.List):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,907,945,N,"void void ProductMatrixVO$Payload$Product.setPrices(List)(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this, class java.util.List *prices)",5,0.80,0.00,0,0,907 908 909,1
"void ProductMatrixVO$Payload$Product.setProductOffers(List)","material.com.materialdemo.ProductMatrixVO$Payload$Product.setProductOffers(java.util.List):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,939,945,N,"void void ProductMatrixVO$Payload$Product.setProductOffers(List)(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this, class java.util.List *productOffers)",5,0.80,0.00,0,0,939 940 941,1
"void ProductMatrixVO$Payload$Product.setProductTitle(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product.setProductTitle(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,883,945,N,"void void ProductMatrixVO$Payload$Product.setProductTitle(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this, class java.lang.String *productTitle)",5,0.80,0.00,0,0,883 884 885,1
"void ProductMatrixVO$Payload$Product.setRating(ProductMatrixVO$Payload$Product$ProductRating)","material.com.materialdemo.ProductMatrixVO$Payload$Product.setRating(material.com.materialdemo.Produc05B4",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,915,945,N,"void void ProductMatrixVO$Payload$Product.setRating(ProductMatrixVO$Payload$Product$ProductRating)(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this, class material.com.materialdemo.ProductMatrixVO$Payload$Product$ProductRating *rating)",5,0.80,0.00,0,0,915 916 917,1
"void ProductMatrixVO$Payload$Product.setRatingCount(int)","material.com.materialdemo.ProductMatrixVO$Payload$Product.setRatingCount(int):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,931,945,N,"void void ProductMatrixVO$Payload$Product.setRatingCount(int)(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this, int ratingCount)",5,0.80,0.00,0,0,931 932 933,1
"void ProductMatrixVO$Payload$Product.setSwatchImages(List)","material.com.materialdemo.ProductMatrixVO$Payload$Product.setSwatchImages(java.util.List):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,891,945,N,"void void ProductMatrixVO$Payload$Product.setSwatchImages(List)(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this, class java.util.List *swatchImages)",5,0.80,0.00,0,0,891 892 893,1
"void ProductMatrixVO$Payload$Product.setValueAddedIcons(List)","material.com.materialdemo.ProductMatrixVO$Payload$Product.setValueAddedIcons(java.util.List):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,923,945,N,"void void ProductMatrixVO$Payload$Product.setValueAddedIcons(List)(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this, class java.util.List *valueAddedIcons)",5,0.80,0.00,0,0,923 924 925,1
"void ProductMatrixVO$Payload$Product.setWebID(String)","material.com.materialdemo.ProductMatrixVO$Payload$Product.setWebID(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,875,945,N,"void void ProductMatrixVO$Payload$Product.setWebID(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Product *this, class java.lang.String *webID)",5,0.80,0.00,0,0,875 876 877,1
"ProductMatrixVO$Payload$ResponseHeader.<init>(ProductMatrixVO$Payload)","material.com.materialdemo.ProductMatrixVO$Payload$ResponseHeader.<init>(material.com.materialdemo.Pr8383",1,0,  ,28,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,158,945,N,"void ProductMatrixVO$Payload$ResponseHeader.<init>(ProductMatrixVO$Payload)(class material.com.materialdemo.ProductMatrixVO$Payload$ResponseHeader *this, class material.com.materialdemo.ProductMatrixVO$Payload *$bcvar1)",6,0.83,0.30,0,1,158,1
"String ProductMatrixVO$Payload$ResponseHeader.getExpires()","material.com.materialdemo.ProductMatrixVO$Payload$ResponseHeader.getExpires():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,168,945,N,"class java.lang.String *String ProductMatrixVO$Payload$ResponseHeader.getExpires()(class material.com.materialdemo.ProductMatrixVO$Payload$ResponseHeader *this)",4,0.75,0.00,0,0,168 169,1
"void ProductMatrixVO$Payload$ResponseHeader.setExpires(String)","material.com.materialdemo.ProductMatrixVO$Payload$ResponseHeader.setExpires(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,172,945,N,"void void ProductMatrixVO$Payload$ResponseHeader.setExpires(String)(class material.com.materialdemo.ProductMatrixVO$Payload$ResponseHeader *this, class java.lang.String *expires)",5,0.80,0.00,0,0,172 173 174,1
"ProductMatrixVO$Payload$Sort.<init>(ProductMatrixVO$Payload)","material.com.materialdemo.ProductMatrixVO$Payload$Sort.<init>(material.com.materialdemo.ProductMatri9CB9",1,0,  ,28,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,348,945,N,"void ProductMatrixVO$Payload$Sort.<init>(ProductMatrixVO$Payload)(class material.com.materialdemo.ProductMatrixVO$Payload$Sort *this, class material.com.materialdemo.ProductMatrixVO$Payload *$bcvar1)",6,0.83,0.30,0,1,348,1
"String ProductMatrixVO$Payload$Sort.getID()","material.com.materialdemo.ProductMatrixVO$Payload$Sort.getID():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,374,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Sort.getID()(class material.com.materialdemo.ProductMatrixVO$Payload$Sort *this)",4,0.75,0.00,0,0,374 375,1
"String ProductMatrixVO$Payload$Sort.getName()","material.com.materialdemo.ProductMatrixVO$Payload$Sort.getName():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,358,945,N,"class java.lang.String *String ProductMatrixVO$Payload$Sort.getName()(class material.com.materialdemo.ProductMatrixVO$Payload$Sort *this)",4,0.75,0.00,0,0,358 359,1
"boolean ProductMatrixVO$Payload$Sort.isActive()","material.com.materialdemo.ProductMatrixVO$Payload$Sort.isActive():boolean",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,366,945,N,"_Bool boolean ProductMatrixVO$Payload$Sort.isActive()(class material.com.materialdemo.ProductMatrixVO$Payload$Sort *this)",4,0.75,0.00,0,0,366 367,1
"void ProductMatrixVO$Payload$Sort.setActive(boolean)","material.com.materialdemo.ProductMatrixVO$Payload$Sort.setActive(boolean):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,370,945,N,"void void ProductMatrixVO$Payload$Sort.setActive(boolean)(class material.com.materialdemo.ProductMatrixVO$Payload$Sort *this, _Bool active)",5,0.80,0.00,0,0,370 371 372,1
"void ProductMatrixVO$Payload$Sort.setID(String)","material.com.materialdemo.ProductMatrixVO$Payload$Sort.setID(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,378,945,N,"void void ProductMatrixVO$Payload$Sort.setID(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Sort *this, class java.lang.String *iD)",5,0.80,0.00,0,0,378 379 380,1
"void ProductMatrixVO$Payload$Sort.setName(String)","material.com.materialdemo.ProductMatrixVO$Payload$Sort.setName(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,362,945,N,"void void ProductMatrixVO$Payload$Sort.setName(String)(class material.com.materialdemo.ProductMatrixVO$Payload$Sort *this, class java.lang.String *name)",5,0.80,0.00,0,0,362 363 364,1
"ProductMatrixVO$Payload.<init>()","material.com.materialdemo.ProductMatrixVO$Payload.<init>()",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,88,945,N,"void ProductMatrixVO$Payload.<init>()(class material.com.materialdemo.ProductMatrixVO$Payload *this)",5,0.80,0.30,0,1,88 504,1
"List ProductMatrixVO$Payload.getActiveDimensions()","material.com.materialdemo.ProductMatrixVO$Payload.getActiveDimensions():java.util.List",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,284,945,N,"class java.util.List *List ProductMatrixVO$Payload.getActiveDimensions()(class material.com.materialdemo.ProductMatrixVO$Payload *this)",4,0.75,0.00,0,0,284 285,1
"String ProductMatrixVO$Payload.getAutoCorrectedTerm()","material.com.materialdemo.ProductMatrixVO$Payload.getAutoCorrectedTerm():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,316,945,N,"class java.lang.String *String ProductMatrixVO$Payload.getAutoCorrectedTerm()(class material.com.materialdemo.ProductMatrixVO$Payload *this)",4,0.75,0.00,0,0,316 317,1
"List ProductMatrixVO$Payload.getAvailableTerms()","material.com.materialdemo.ProductMatrixVO$Payload.getAvailableTerms():java.util.List",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,324,945,N,"class java.util.List *List ProductMatrixVO$Payload.getAvailableTerms()(class material.com.materialdemo.ProductMatrixVO$Payload *this)",4,0.75,0.00,0,0,324 325,1
"List ProductMatrixVO$Payload.getDimensions()","material.com.materialdemo.ProductMatrixVO$Payload.getDimensions():java.util.List",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,300,945,N,"class java.util.List *List ProductMatrixVO$Payload.getDimensions()(class material.com.materialdemo.ProductMatrixVO$Payload *this)",4,0.75,0.00,0,0,300 301,1
"String ProductMatrixVO$Payload.getLegalDisclaimer()","material.com.materialdemo.ProductMatrixVO$Payload.getLegalDisclaimer():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,332,945,N,"class java.lang.String *String ProductMatrixVO$Payload.getLegalDisclaimer()(class material.com.materialdemo.ProductMatrixVO$Payload *this)",4,0.75,0.00,0,0,332 333,1
"List ProductMatrixVO$Payload.getLinks()","material.com.materialdemo.ProductMatrixVO$Payload.getLinks():java.util.List",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,340,945,N,"class java.util.List *List ProductMatrixVO$Payload.getLinks()(class material.com.materialdemo.ProductMatrixVO$Payload *this)",4,0.75,0.00,0,0,340 341,1
"List ProductMatrixVO$Payload.getProducts()","material.com.materialdemo.ProductMatrixVO$Payload.getProducts():java.util.List",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,276,945,N,"class java.util.List *List ProductMatrixVO$Payload.getProducts()(class material.com.materialdemo.ProductMatrixVO$Payload *this)",4,0.75,0.00,0,0,276 277,1
"ProductMatrixVO$Payload$ResponseHeader ProductMatrixVO$Payload.getResponseHeaders()","material.com.materialdemo.ProductMatrixVO$Payload.getResponseHeaders():material.com.materialdemo.Pro6493",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,150,945,N,"class material.com.materialdemo.ProductMatrixVO$Payload$ResponseHeader *ProductMatrixVO$Payload$ResponseHeader ProductMatrixVO$Payload.getResponseHeaders()(class material.com.materialdemo.ProductMatrixVO$Payload *this)",4,0.75,0.00,0,0,150 151,1
"String ProductMatrixVO$Payload.getSearchTerm()","material.com.materialdemo.ProductMatrixVO$Payload.getSearchTerm():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,308,945,N,"class java.lang.String *String ProductMatrixVO$Payload.getSearchTerm()(class material.com.materialdemo.ProductMatrixVO$Payload *this)",4,0.75,0.00,0,0,308 309,1
"List ProductMatrixVO$Payload.getSorts()","material.com.materialdemo.ProductMatrixVO$Payload.getSorts():java.util.List",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,292,945,N,"class java.util.List *List ProductMatrixVO$Payload.getSorts()(class material.com.materialdemo.ProductMatrixVO$Payload *this)",4,0.75,0.00,0,0,292 293,1
"void ProductMatrixVO$Payload.setActiveDimensions(List)","material.com.materialdemo.ProductMatrixVO$Payload.setActiveDimensions(java.util.List):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,288,945,N,"void void ProductMatrixVO$Payload.setActiveDimensions(List)(class material.com.materialdemo.ProductMatrixVO$Payload *this, class java.util.List *activeDimensions)",5,0.80,0.00,0,0,288 289 290,1
"void ProductMatrixVO$Payload.setAutoCorrectedTerm(String)","material.com.materialdemo.ProductMatrixVO$Payload.setAutoCorrectedTerm(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,320,945,N,"void void ProductMatrixVO$Payload.setAutoCorrectedTerm(String)(class material.com.materialdemo.ProductMatrixVO$Payload *this, class java.lang.String *autoCorrectedTerm)",5,0.80,0.00,0,0,320 321 322,1
"void ProductMatrixVO$Payload.setAvailableTerms(List)","material.com.materialdemo.ProductMatrixVO$Payload.setAvailableTerms(java.util.List):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,328,945,N,"void void ProductMatrixVO$Payload.setAvailableTerms(List)(class material.com.materialdemo.ProductMatrixVO$Payload *this, class java.util.List *availableTerms)",5,0.80,0.00,0,0,328 329 330,1
"void ProductMatrixVO$Payload.setDimensions(List)","material.com.materialdemo.ProductMatrixVO$Payload.setDimensions(java.util.List):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,304,945,N,"void void ProductMatrixVO$Payload.setDimensions(List)(class material.com.materialdemo.ProductMatrixVO$Payload *this, class java.util.List *dimensions)",5,0.80,0.00,0,0,304 305 306,1
"void ProductMatrixVO$Payload.setLegalDisclaimer(String)","material.com.materialdemo.ProductMatrixVO$Payload.setLegalDisclaimer(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,336,945,N,"void void ProductMatrixVO$Payload.setLegalDisclaimer(String)(class material.com.materialdemo.ProductMatrixVO$Payload *this, class java.lang.String *legalDisclaimer)",5,0.80,0.00,0,0,336 337 338,1
"void ProductMatrixVO$Payload.setLinks(List)","material.com.materialdemo.ProductMatrixVO$Payload.setLinks(java.util.List):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,344,945,N,"void void ProductMatrixVO$Payload.setLinks(List)(class material.com.materialdemo.ProductMatrixVO$Payload *this, class java.util.List *links)",5,0.80,0.00,0,0,344 345 346,1
"void ProductMatrixVO$Payload.setProducts(List)","material.com.materialdemo.ProductMatrixVO$Payload.setProducts(java.util.List):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,280,945,N,"void void ProductMatrixVO$Payload.setProducts(List)(class material.com.materialdemo.ProductMatrixVO$Payload *this, class java.util.List *products)",5,0.80,0.00,0,0,280 281 282,1
"void ProductMatrixVO$Payload.setResponseHeaders(ProductMatrixVO$Payload$ResponseHeader)","material.com.materialdemo.ProductMatrixVO$Payload.setResponseHeaders(material.com.materialdemo.ProduC148",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,154,945,N,"void void ProductMatrixVO$Payload.setResponseHeaders(ProductMatrixVO$Payload$ResponseHeader)(class material.com.materialdemo.ProductMatrixVO$Payload *this, class material.com.materialdemo.ProductMatrixVO$Payload$ResponseHeader *responseHeaders)",5,0.80,0.00,0,0,154 155 156,1
"void ProductMatrixVO$Payload.setSearchTerm(String)","material.com.materialdemo.ProductMatrixVO$Payload.setSearchTerm(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,312,945,N,"void void ProductMatrixVO$Payload.setSearchTerm(String)(class material.com.materialdemo.ProductMatrixVO$Payload *this, class java.lang.String *searchTerm)",5,0.80,0.00,0,0,312 313 314,1
"void ProductMatrixVO$Payload.setSorts(List)","material.com.materialdemo.ProductMatrixVO$Payload.setSorts(java.util.List):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,296,945,N,"void void ProductMatrixVO$Payload.setSorts(List)(class material.com.materialdemo.ProductMatrixVO$Payload *this, class java.util.List *sorts)",5,0.80,0.00,0,0,296 297 298,1
"ProductMatrixVO$ResponseHeader.<init>(ProductMatrixVO)","material.com.materialdemo.ProductMatrixVO$ResponseHeader.<init>(material.com.materialdemo.ProductMat1652",1,0,  ,28,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,68,945,N,"void ProductMatrixVO$ResponseHeader.<init>(ProductMatrixVO)(class material.com.materialdemo.ProductMatrixVO$ResponseHeader *this, class material.com.materialdemo.ProductMatrixVO *$bcvar1)",6,0.83,0.30,0,1,68,1
"String ProductMatrixVO$ResponseHeader.getExpires()","material.com.materialdemo.ProductMatrixVO$ResponseHeader.getExpires():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,78,945,N,"class java.lang.String *String ProductMatrixVO$ResponseHeader.getExpires()(class material.com.materialdemo.ProductMatrixVO$ResponseHeader *this)",4,0.75,0.00,0,0,78 79,1
"void ProductMatrixVO$ResponseHeader.setExpires(String)","material.com.materialdemo.ProductMatrixVO$ResponseHeader.setExpires(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,82,945,N,"void void ProductMatrixVO$ResponseHeader.setExpires(String)(class material.com.materialdemo.ProductMatrixVO$ResponseHeader *this, class java.lang.String *expires)",5,0.80,0.00,0,0,82 83 84,1
"ProductMatrixVO.<init>()","material.com.materialdemo.ProductMatrixVO.<init>()",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,12,945,N,"void ProductMatrixVO.<init>()(class material.com.materialdemo.ProductMatrixVO *this)",5,0.80,0.30,0,1,12 88,1
"String ProductMatrixVO.getCount()","material.com.materialdemo.ProductMatrixVO.getCount():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,33,945,N,"class java.lang.String *String ProductMatrixVO.getCount()(class material.com.materialdemo.ProductMatrixVO *this)",4,0.75,0.00,0,0,33 34,1
"String ProductMatrixVO.getLimit()","material.com.materialdemo.ProductMatrixVO.getLimit():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,41,945,N,"class java.lang.String *String ProductMatrixVO.getLimit()(class material.com.materialdemo.ProductMatrixVO *this)",4,0.75,0.00,0,0,41 42,1
"String ProductMatrixVO.getOffset()","material.com.materialdemo.ProductMatrixVO.getOffset():java.lang.String",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,21,945,N,"class java.lang.String *String ProductMatrixVO.getOffset()(class material.com.materialdemo.ProductMatrixVO *this)",4,0.75,0.00,0,0,21 22,1
"ProductMatrixVO$Payload ProductMatrixVO.getPayload()","material.com.materialdemo.ProductMatrixVO.getPayload():material.com.materialdemo.ProductMatrixVO$Pay4B63",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,49,945,N,"class material.com.materialdemo.ProductMatrixVO$Payload *ProductMatrixVO$Payload ProductMatrixVO.getPayload()(class material.com.materialdemo.ProductMatrixVO *this)",4,0.75,0.00,0,0,49 50,1
"ProductMatrixVO$ResponseHeader ProductMatrixVO.getResponseHeaders()","material.com.materialdemo.ProductMatrixVO.getResponseHeaders():material.com.materialdemo.ProductMatr0340",1,0,  ,18,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,60,945,N,"class material.com.materialdemo.ProductMatrixVO$ResponseHeader *ProductMatrixVO$ResponseHeader ProductMatrixVO.getResponseHeaders()(class material.com.materialdemo.ProductMatrixVO *this)",4,0.75,0.00,0,0,60 61,1
"void ProductMatrixVO.setCount(String)","material.com.materialdemo.ProductMatrixVO.setCount(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,37,945,N,"void void ProductMatrixVO.setCount(String)(class material.com.materialdemo.ProductMatrixVO *this, class java.lang.String *count)",5,0.80,0.00,0,0,37 38 39,1
"void ProductMatrixVO.setLimit(String)","material.com.materialdemo.ProductMatrixVO.setLimit(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,45,945,N,"void void ProductMatrixVO.setLimit(String)(class material.com.materialdemo.ProductMatrixVO *this, class java.lang.String *limit)",5,0.80,0.00,0,0,45 46 47,1
"void ProductMatrixVO.setOffset(String)","material.com.materialdemo.ProductMatrixVO.setOffset(java.lang.String):void",1,0,  ,20,0,/Users/global/Documents/Kohls_Material_Demo_app/MaterialDemo/app/src/main/java/material/com/materialdemo/ProductMatrixVO.java,25,945,N,"void void ProductMatrixVO.setOffset(String)(class material.com.materialdemo.ProductMatrixVO *this, class java.lang.String *offset)",5,0.80,0.00,0,0,25 26 27,1
